TEMP,RELHUMID,PRESS,WINDSP,PRECI,Moisture
28.29,59.38,101.07,1.85,0,0.47
27.48,64.56,101.2,3.37,0.01,0.47
28.01,66.69,101.13,5.6,0,0.46
28.12,67.38,101.14,4.98,0.08,0.46
27.98,67.75,101.24,3.87,0.67,0.46
28.14,61.62,101.36,2.81,0.03,0.46
28.4,59.12,101.29,2.98,0.12,0.46
28.39,47.5,101.12,2.09,0.02,0.45
28.14,58.12,101.02,3.15,0,0.45
29.15,54.06,100.99,2.48,0.04,0.45
29.09,54.12,100.93,2.74,0,0.45
29.1,54.81,100.92,3.09,0,0.45
29.51,53.88,100.83,2.74,0,0.45
29.63,52.88,100.68,2.73,0,0.45
30.42,55.25,100.71,2.34,0,0.44
31.64,51.25,100.94,1.52,0,0.44
31.33,51.25,101.01,2.7,0,0.44
31.64,52,100.91,2.67,0,0.44
31.81,49.44,100.84,2.48,0.01,0.43
30.98,54.75,100.85,2.91,0,0.43
31,54.75,100.8,2.75,0.01,0.43
30.62,55.06,100.68,3.77,0.03,0.43
30.83,61.12,100.46,5.34,0.05,0.42
31.51,60.25,100.04,5.98,0.01,0.42
31.53,54.31,99.83,5.16,0,0.42
30.45,60.44,100.1,3.94,0.09,0.41
30.51,64.81,100.45,3.91,0.57,0.41
30.53,62,100.67,3.2,0.14,0.41
30.41,59.75,100.76,3.33,0.72,0.41
30.37,56.25,100.9,2.67,4.51,0.41
29.72,60.44,100.92,4.58,1.73,0.41
29.34,67.31,100.93,6.52,0.02,0.41
29.45,66.81,100.77,7.53,0.74,0.41
29.33,65.81,100.81,5.78,1.01,0.41
30.12,63.88,100.94,4.77,0.32,0.41
30.98,60.38,101.03,4.5,0.12,0.41
31.53,56.56,101.04,4.24,0.34,0.41
31.54,56.19,100.93,4.46,0.04,0.41
31.57,60.19,100.82,5.7,0.07,0.41
30.45,64.12,100.68,5.79,0.04,0.41
30.39,62.38,100.77,5.69,0.21,0.41
29.95,63.5,100.91,5.42,1.55,0.4
29.55,67.56,100.89,5.43,6.15,0.41
30.29,63.44,100.65,4.41,1.34,0.41
30.61,67.69,100.63,5.84,0.48,0.41
30.73,67.94,100.74,6.18,2.13,0.41
30.07,69.69,100.79,4.4,4.13,0.42
30.91,61.25,100.75,2.84,0.62,0.42
31.27,59.31,100.7,3.88,0.02,0.42
31.87,59.69,100.61,4.84,0.03,0.41
31.57,61.44,100.59,6.1,0.09,0.41
31,65.19,100.68,5.56,0.06,0.41
31.3,64.69,100.83,4.7,0.09,0.41
29.48,70.56,100.87,3.45,0.1,0.41
30.51,64.94,100.77,4.58,0.22,0.41
31.2,60.06,100.78,4.38,1.65,0.41
30.45,67.06,100.8,4.93,3.87,0.41
29.77,70.81,100.69,4.73,15.17,0.42
28.48,72.19,100.8,2.85,14.27,0.44
28.6,70.75,100.82,3.4,5.45,0.44
29.45,71.62,100.91,3.87,6.96,0.44
30.02,71.06,100.98,4.44,6.93,0.45
30.36,67.25,100.85,4.41,2.25,0.45
30.09,70.69,100.73,4.36,6.37,0.45
30.2,71.94,100.6,4.72,8.54,0.45
30.1,76.38,100.52,4.52,15.67,0.45
30.32,72.5,100.38,3.46,17.61,0.46
30.34,73.06,100.36,3.86,7.39,0.47
30.65,71.31,100.27,4.24,4.09,0.47
31.01,73.56,100.44,4.73,3.94,0.46
31.24,73.69,100.58,4.68,0.71,0.46
31.63,74.88,100.58,4.98,0.06,0.46
31.52,77.69,100.48,6.12,0.36,0.45
31.01,79.88,100.41,5.34,0.65,0.45
30.7,83.81,100.4,5.41,1.9,0.45
31.03,76.5,100.39,5.59,2.26,0.46
31.51,69.31,100.25,4.14,0.36,0.46
31.93,70.12,100.16,1.7,2.01,0.46
30.4,76.69,100.1,4.2,16.29,0.46
28.9,81.94,99.53,10.45,49.27,0.48
28.52,83.69,98.86,15.49,56.85,0.51
29.88,82.31,99.68,10.62,31.16,0.54
29.79,85,100.35,6.43,14.76,0.55
29.98,80.38,100.46,4.57,1.76,0.55
29.92,82.12,100.34,5.28,11.13,0.55
29.61,88.44,100.12,5.78,13.23,0.57
29.65,87.62,100.26,4.74,10.76,0.57
29.74,84.25,100.43,3.64,9.94,0.59
29.8,83.62,100.57,4.2,2.01,0.58
30.12,82.38,100.54,3.89,1.64,0.58
30.55,82.62,100.43,4.41,3.1,0.57
30.55,82.69,100.37,5.3,2.73,0.57
30.63,83.75,100.27,6.49,8,0.57
30.1,85.62,100.12,6.87,16.98,0.58
27.58,85.88,100.02,4.5,9.37,0.59
28.33,85.88,99.82,4.33,18.34,0.59
28.62,84.31,99.62,1.48,13.95,0.59
29.11,81.12,99.74,2.56,8.62,0.59
29.41,82.31,99.76,3.2,8.1,0.6
29.46,85.62,99.57,5,19.55,0.61
29.19,85.56,99.54,5.45,20.8,0.62
28.45,88.31,99.74,6.07,39.3,0.66
27.83,89.06,99.82,10.08,83.25,0.69
28.05,87.12,100.14,4.95,27.87,0.73
28.09,88.56,100.21,6.57,31.32,0.73
28.12,88.56,100.28,5.57,19.02,0.74
28.51,86.81,100.23,4.2,16.24,0.76
28.48,87.19,100.2,4.77,11.89,0.76
28.1,86.69,100.3,6.74,9.27,0.75
28.84,84.12,100.2,4.71,2.59,0.75
28.83,84.88,100.04,5.12,1.21,0.75
28.99,85.5,100.22,5.23,1.95,0.75
28.99,86.62,100.48,4.79,6.32,0.75
28.64,87.06,100.49,5.84,4.58,0.75
29.29,86.94,100.31,7,2.37,0.74
29.07,91,100.13,6.92,17.45,0.74
29.05,89.94,100.01,8.26,17.51,0.74
28.73,87.94,100.15,6.66,31.25,0.75
28.74,89.94,100.18,4.22,14.18,0.76
28.93,86.25,100.3,3.5,8.31,0.76
29.16,85.62,100.27,2.85,7.74,0.76
29.3,87.75,100.11,4.76,7.75,0.76
28.94,90.5,100.15,4.64,19.84,0.76
28.83,86.56,100.16,4.81,24.96,0.77
28.95,82.12,100.08,4.05,5.74,0.77
29.1,84.62,100.06,3.13,3.25,0.77
29.2,85,100.22,3.81,5.18,0.77
28.67,87.38,100.37,4.18,5.37,0.77
28.63,85.56,100.29,4.16,5.34,0.77
28.87,84.62,100.35,5.59,4.38,0.77
29.43,80.94,100.44,3.04,1.29,0.77
29.23,82.38,100.58,2.91,1.67,0.77
29.03,86.62,100.48,4.14,10.66,0.77
29.51,84.38,100.24,4.64,3.55,0.77
29.24,87.25,100.06,4.16,10.26,0.77
29.26,85,100.01,2.77,21.23,0.78
29.47,82.19,99.72,2.48,8.38,0.78
29.06,84.38,99.48,4.62,7.57,0.78
29.4,89.06,99.34,6.57,29.81,0.78
28.65,89.5,99.7,6.05,11.98,0.79
29.5,85.25,99.88,3.62,4.23,0.78
29.25,87.31,99.77,5.37,18.22,0.78
28.62,90.25,99.6,6.55,34.71,0.79
28.7,90.5,99.55,6.79,59.35,0.8
27.82,92.06,99.28,11.34,144.98,0.85
28.38,89.31,99.69,7.96,32.75,0.91
28.8,85.88,99.99,6.44,0.47,0.91
28.38,87.94,99.94,5.09,1.26,0.9
27.9,88.56,100.01,3.99,7.28,0.9
28.6,88.69,99.94,3.23,14.04,0.9
28.22,89.56,100.01,4.32,21.57,0.9
28.78,87.5,99.91,5.64,32.95,0.91
28.65,88.25,99.97,4.11,9.96,0.91
29.06,88.94,100.2,3.93,21.91,0.92
28.8,89.44,100.43,4.99,14.73,0.94
29.42,88.06,100.42,4.96,3.43,0.94
28.99,91.06,100.16,4.93,2.04,0.93
28.7,92.31,100.15,4.78,10.89,0.93
29.09,89.38,100.26,5.78,20.79,0.94
28.69,90.25,100.25,2.96,3.56,0.95
29.54,87.06,100.07,3.79,12.19,0.95
29.28,86.94,100.16,2.87,3.83,0.95
29.05,85.19,100.34,3.5,5.14,0.94
28.56,89.94,100.31,5.45,14.26,0.94
28.26,89.94,100.26,5.26,18.69,0.95
28.04,89.88,100.31,5.73,17.06,0.95
28.07,88.81,100.59,4.97,9.79,0.95
28.04,87.19,100.78,4.43,5.78,0.95
28.59,85.88,100.64,4.71,2.54,0.94
28.92,86.19,100.5,4.97,1.29,0.93
28.86,89.31,100.34,4.09,2.16,0.93
28.84,88.69,100.13,4.62,13.75,0.93
28.3,92.38,100.02,3.77,25.4,0.95
27.87,90.06,100.11,5.52,14.47,0.95
28.52,87.06,100.1,4.84,4.26,0.95
28.19,87.12,100.23,4.49,6.63,0.95
27.97,87.94,100.52,4.38,10.09,0.95
28.43,86.62,100.7,3.77,4.92,0.95
28.76,83.38,100.72,2.55,2.53,0.94
28.81,82.12,100.56,1.88,1.5,0.94
28.12,84.81,100.4,2.3,2.29,0.93
28.71,84.56,100.25,2.5,4.35,0.93
29.05,84.5,100.16,3.16,3.5,0.92
29.12,87.75,100.24,5.96,16.57,0.92
28.46,88.12,100.57,6.24,31.18,0.93
28.19,88.88,100.59,2.9,19.58,0.95
28.39,84.56,100.44,2.33,7.79,0.95
28.62,82.88,100.3,2.02,3.19,0.95
28.45,88,100.11,6.38,21.81,0.95
28.29,90.25,99.76,6.17,15.74,0.95
28.25,90.88,99.74,7.49,25.94,0.95
28.15,89.62,100.31,7.58,96.47,0.98
27.88,92.31,100.56,5.03,61.56,0.99
28.28,86.12,100.44,2.61,6.99,0.99
28.02,87.88,100.37,3.05,9.15,0.98
28.03,86.12,100.54,2.81,13.02,0.98
27.47,88.69,100.69,2.11,47.47,0.98
27.41,91.12,100.53,3.15,48.71,0.98
27.59,91.56,100.4,5.17,48.81,0.99
27.65,89.94,100.34,2.88,26.35,0.99
27.73,89.56,100.57,3.26,7.64,0.99
28.64,81.88,100.63,1.53,0.91,0.99
28.48,85.19,100.48,2.68,1.05,0.98
27.96,88.94,100.36,4.71,7.57,0.98
27.9,89,100.38,3,4.67,0.98
26.88,91.88,100.53,4.75,117.54,0.98
27.43,87.81,100.71,2.7,22.91,0.99
27.51,89.69,100.84,3.19,16.14,0.99
27.79,87.25,100.83,2.75,1.81,0.99
28.01,87.44,100.78,3.7,1.48,0.99
28.12,90.19,100.64,4.81,4.36,0.98
28.02,88.94,100.6,3.8,4.6,0.98
28.15,87.94,100.77,2.73,6.01,0.98
28.19,83.75,100.68,2.14,3.41,0.98
28.47,85.31,100.5,2.98,3.81,0.98
28.8,83.94,100.4,2.05,6.55,0.98
28.77,82.56,100.47,1.59,1.99,0.97
28.51,84.38,100.51,2.26,6.13,0.96
28.4,86.12,100.45,2.4,3.67,0.96
28.78,82.75,100.4,2.28,0.61,0.95
27.71,90.12,100.36,2.61,3.38,0.95
28.54,83.88,100.38,2.31,9.75,0.95
28.68,84,100.26,2.27,6.49,0.96
28.1,89.06,100.38,2.45,17.8,0.96
27.58,90.94,100.49,3.77,52.52,0.97
27.39,90.69,100.5,7.11,65.61,0.98
27.36,90.69,100.87,6.24,44.2,0.98
28.1,86.75,101,4.27,7.52,0.98
27.19,82.5,100.99,2.95,2.15,0.98
26.98,74.25,101.08,1.2,0.1,0.98
26.66,64,101.23,1.16,0,0.97
26.84,67.25,101.25,1.25,1,0.97
26.7,73.12,101.12,1,2.59,0.96
26.36,79.12,101.07,2.12,0.69,0.96
26,83.62,101.14,3.58,3.95,0.95
26.08,86.12,101.2,3.45,3.57,0.95
25.74,84,101.31,3.88,1.45,0.95
25.49,80.69,101.33,3.06,0.28,0.94
25.33,78.75,101.27,2.7,0.02,0.94
24.8,79.81,101.32,2.4,0.02,0.93
24.7,79.62,101.38,2.82,0,0.93
24.81,75.62,101.31,2.23,0,0.92
25.31,73.31,101.27,1.6,0,0.92
23.77,78.19,101.19,2.75,0,0.91
23.06,76.12,101.05,3.13,0,0.91
22.56,73.5,101.07,2.98,0,0.91
22.1,77.62,101.15,3.26,0,0.9
22.05,82.5,101.21,2.77,0,0.9
22.88,79,101.19,1.96,0,0.89
23.62,79.19,101.14,2.21,0,0.89
25.08,81.38,101.17,2.05,0.78,0.88
25.15,86.19,101.17,1.82,2.39,0.88
25.26,86.25,101.09,1.81,2.03,0.89
25.05,85.75,100.95,1.23,2.27,0.89
23.9,88,101.05,2.88,0.65,0.89
23.83,85.62,101.28,4,0.06,0.88
22.76,81.31,101.14,3.29,0,0.88
23.61,76.06,100.97,2.27,0,0.88
24.2,76.12,100.98,1.82,0,0.88
24.51,80.56,101.1,1.59,0,0.88
24.93,77.38,101.08,1.41,0,0.87
25.08,80.75,101.08,1.98,0.02,0.87
22.84,78.69,101.25,3.45,0.03,0.86
22.65,69.88,101.27,2.7,0,0.86
22.22,73.88,101.33,2.88,0,0.85
21.58,77.75,101.42,2.97,0,0.85
20.58,77.69,101.51,3.26,0,0.84
20.24,83.62,101.49,3.12,0,0.84
20.65,82.38,101.46,3.43,0,0.84
20.92,82.06,101.42,3.14,0,0.84
21.74,75.94,101.39,2.13,0,0.84
21.94,80.88,101.47,2.51,0.48,0.83
21.83,92.31,101.38,4.28,28.59,0.84
23.49,94.12,101.26,5.57,40.42,0.86
24.39,91,101.02,4.33,24.53,0.88
22.23,88.06,101.31,3.35,4.29,0.88
22.01,87.06,101.51,3.39,0.12,0.88
22.01,86.88,101.68,3.17,2.82,0.88
21.05,79,101.67,3.02,0.37,0.88
20.94,76.62,101.66,2.69,0.08,0.88
19.51,80.62,101.76,4.18,0.01,0.87
18.94,77.56,101.67,2.95,0,0.87
18.6,76.44,101.56,2.83,0,0.87
18.44,72.38,101.52,2.36,0,0.86
18.05,79.81,101.57,3.19,0,0.86
18.35,75.56,101.56,2.79,0,0.86
18.87,79.12,101.51,3.1,0,0.85
16.65,75.94,101.64,4.32,0,0.85
14.76,70.69,101.68,3.62,0,0.84
14.83,74.62,101.56,3.2,0,0.84
15.53,70.5,101.4,3.22,0,0.84
16.73,71.06,101.39,2.5,0,0.84
18.1,71.56,101.42,1.33,0,0.84
19.23,73.38,101.46,1.41,0,0.84
20.44,76.69,101.65,1.08,0,0.84
20.36,74.75,101.73,1.06,0.01,0.83
20.16,79.5,101.69,1.7,0.12,0.83
20.31,79.56,101.69,1.84,0.4,0.83
19.24,83.25,101.89,3.62,0.61,0.83
19,83.31,101.96,3.95,0.23,0.83
17.74,81.38,101.91,3.8,0.05,0.82
16.9,81.38,101.78,3.8,0,0.82
17.21,78.38,101.65,3.52,0,0.82
16.83,74.06,101.7,3.57,0,0.81
16.8,75.94,101.64,3.09,0,0.81
18.32,72.38,101.57,2.12,0,0.81
18.62,74.5,101.64,2.8,0,0.8
19.18,79.5,101.63,2.54,0,0.8
20.3,76.69,101.42,1.49,0,0.8
20.8,73.5,101.47,1.2,0,0.8
20.68,78.25,101.47,2.05,6.72,0.8
19.26,86.5,101.45,2.42,2.62,0.8
19.37,83.44,101.54,2.61,1.13,0.8
18.95,84.69,101.56,3.56,4.84,0.8
18.05,76.31,101.58,3.71,1.22,0.8
17.13,79.12,101.77,4.59,0,0.8
15.98,77.5,101.85,3.95,0,0.8
15.61,74.31,101.63,3.49,0,0.8
16.73,74.19,101.4,2.96,0,0.8
17.38,70.88,101.15,2.21,0,0.79
19.51,71.81,101.12,1.45,1.24,0.79
19.95,84.06,101.02,2.37,0.8,0.79
20.76,86.25,100.99,3.39,0.45,0.78
20.05,92.19,100.97,2.69,6.6,0.79
19.75,78.19,101.12,1.65,0.03,0.79
19.93,75.94,101.23,1.57,0.5,0.78
17.85,73.94,101.38,3.84,0.07,0.78
15.93,69.94,101.57,3.28,0.02,0.77
15.35,67.56,101.58,3.9,0,0.77
16.87,60.31,101.29,2.02,0,0.77
19.11,63.56,101.19,2.17,0,0.77
20.35,71.69,101.03,2.02,0,0.77
21.29,66.81,101.21,1.01,0.03,0.76
21.26,83.06,101.16,3.34,0.16,0.76
22.14,83.38,100.93,6.25,30.88,0.77
18.76,65.81,101.21,4.69,2.98,0.77
17.72,63.56,101.57,2.36,0.6,0.77
18.39,66.19,101.54,1.39,0.02,0.77
19.87,66.06,101.4,1.26,0,0.77
20.65,70.44,101.47,1.48,0,0.77
21.26,77.06,101.32,2.87,0.2,0.76
20.17,71.75,101.38,3.8,1.18,0.76
19.2,61.62,101.38,2.62,0,0.75
18.48,61.88,101.26,3.57,0,0.75
18.77,64.25,101.25,3.16,0,0.74
19.62,59.69,101.19,2.26,0,0.74
20.19,63.06,101.01,1.84,0,0.73
21.21,68.62,100.97,2.19,0,0.73
20.79,61.38,101.15,2.57,0,0.73
21.35,59.19,101.23,1.91,0,0.73
22.45,79.06,100.82,3.9,3.67,0.72
21.54,69.56,100.89,3.17,0.31,0.72
22.65,79.81,101.28,2.06,0.07,0.71
23.15,73.62,101.57,1.66,0.02,0.71
23.05,82.5,101.52,3.8,0.62,0.71
23.51,78.75,101.48,3.08,1.78,0.71
24.46,74.62,101.56,1.66,4.48,0.71
24.83,67.75,101.49,1.78,0.46,0.7
25.15,67.5,101.38,2.79,2.44,0.7
24.99,68,101.45,2.05,1.18,0.7
24.68,65.81,101.42,2.53,0.1,0.7
24.48,65.81,101.4,2.12,0,0.69
24.63,58.06,101.32,2.3,0,0.68
25.23,66.5,101.16,2.44,0,0.68
25.34,61.06,101.16,2.52,0,0.67
23.92,59.12,101.21,3.63,0,0.66
24.37,58.5,101.1,3.2,0,0.66
24.96,56.75,101.06,2.74,0,0.66
25.11,53.88,101.03,2.69,0,0.65
25.44,54.94,100.99,2.97,0,0.65
25.8,55.56,100.92,2.63,0,0.64
25.71,58.75,100.97,2.85,0,0.63
26.27,54.44,100.92,2.77,0,0.63
27.02,56.25,100.7,2.35,0,0.62
27.05,70.69,100.56,4.52,0,0.62
27.48,72,100.69,4.46,0,0.62
27.57,67.38,100.76,3.61,0,0.61
27.4,64.12,100.6,4.02,0,0.6
27.21,67.62,100.5,4.21,0,0.6
28.19,70.62,100.61,4.1,0,0.59
28.82,69.12,100.65,3.27,0,0.59
29.11,67.06,100.65,3.96,0.01,0.59
28.77,72.75,100.61,5.69,0.02,0.58
28.68,75.25,100.64,6.84,0.02,0.57
29.02,76.88,100.74,6.64,0.41,0.57
29.93,70.75,100.83,2.68,0.41,0.56
29.23,72.56,100.78,4.03,0,0.55
29.29,71.94,100.62,5.08,0,0.55
29.09,75.75,100.67,6,0,0.55
29.28,73.88,100.74,6.35,0,0.55
29.38,74.75,100.75,7.2,0,0.54
29.33,74.44,100.88,6.74,0,0.53
29.26,72.56,100.89,6.29,0,0.53
29.4,71.44,100.94,8.02,0,0.52
29.25,69.94,101.11,6.91,0,0.52
29.19,71.25,101.1,5.97,0.01,0.52
29.59,68.5,101.03,5.04,0,0.51
29.72,68.75,100.84,5.63,0,0.51
30.02,69.88,100.68,6.29,0.01,0.5
29.99,71.38,100.6,7.28,0.01,0.5
30.39,71.56,100.49,7.27,0.01,0.49
29.97,72.06,100.52,6,0,0.49
29.8,72.75,100.41,6.86,0,0.48
30.53,70.12,100.25,7.15,0.01,0.48
31.65,66.06,100.23,6.54,0.01,0.48
31.37,66.69,100.24,6.88,0.34,0.48
31.16,67.56,100.36,6.33,0.17,0.47
31.08,66.88,100.56,5.29,0.02,0.47
30.58,70.69,100.7,6.52,0.02,0.47
30.72,67.56,100.64,6.45,0.07,0.46
30.21,69.62,100.66,5.09,0.44,0.46
30.78,70,100.66,5.56,0.92,0.46
31.69,64.25,100.61,4.9,0.25,0.45
32.28,62.31,100.42,5.16,0.26,0.45
32.22,64.88,100.4,5.15,0.52,0.45
31.59,68.31,100.48,5.95,0.52,0.45
31.22,70.25,100.46,6.25,0.65,0.45
31.9,66.88,100.52,5.28,0.64,0.45
31.93,67.31,100.47,5.88,0.76,0.44
31.55,66.88,100.39,6.04,3.08,0.44
30.08,71.56,100.39,4.45,15.7,0.45
29.39,70.88,100.43,3.93,20.56,0.46
29.3,75.19,100.52,5.11,9.14,0.46
29.54,74.62,100.64,4.43,6.22,0.47
29.5,74.69,100.58,2.56,14,0.47
29.83,71.12,100.5,2.55,4.95,0.48
30.67,65.88,100.48,2.32,0.07,0.47
30.23,70.31,100.46,3.23,0.97,0.47
29.12,77.25,100.46,5.52,9.2,0.47
28.76,81.38,100.46,5.59,19.45,0.47
29.53,77.81,100.4,6.25,12.63,0.48
29.93,77.94,100.33,7.13,5.21,0.48
30.11,78.81,100.08,9.22,5.53,0.48
30.42,78.69,100.12,9.23,4.18,0.48
29.8,82.81,100.33,8.34,5.4,0.48
29.45,84.69,100.27,7.4,2.72,0.48
28.98,87.25,100.23,6.95,0.77,0.48
29.57,83.94,100.34,6.6,1.2,0.48
30.1,79.94,100.37,6.91,0.42,0.48
30.33,80.19,100.19,6.51,1.26,0.48
30,83.5,99.83,6.51,20.29,0.48
29.39,81.56,99.82,5.35,3.82,0.49
30.19,73.5,99.88,3.27,1,0.49
30.81,68.5,100.24,2.12,1.09,0.48
30.86,70.88,100.35,3.27,1.41,0.48
31.09,70.06,100.25,4.31,1.85,0.48
31.69,68.56,100,4.59,3,0.48
32.19,69.06,99.9,2.52,1.44,0.48
32.33,69.31,99.95,2.73,1.65,0.47
30.38,76.19,100.03,3.76,3.14,0.47
30.73,76.12,99.94,3.57,2.45,0.47
30.17,79.75,100.02,4.48,3.36,0.47
30.51,76.38,100.07,4.88,5.23,0.47
30.16,81.5,100.03,5.71,7.3,0.48
30.4,80,100.14,6.16,1.46,0.48
30.44,78.81,100.18,6.37,0.84,0.48
30.36,76.69,100.13,6.27,1.1,0.47
30.8,77.12,100.04,6.2,1.96,0.47
30.02,83.81,99.96,6.02,3.46,0.47
30.76,82.19,99.95,6.16,11.43,0.47
29.93,81.62,100.05,5.66,7.17,0.48
29.89,81.44,100.06,6.48,1.8,0.48
30.23,82.38,100.13,5.68,0.47,0.48
30.53,80.75,100.26,6.75,0.79,0.48
29.84,84.81,100.23,7.46,6.13,0.48
29.94,82.38,100.28,6.9,2.38,0.49
29.4,84.12,100.39,7.07,2.22,0.49
29.22,85,100.42,7.56,7.18,0.49
28.86,86.31,100.46,7.33,15.8,0.51
28.6,85.5,100.36,7.02,15.18,0.52
28.58,84.5,100.17,7.61,5.11,0.52
28.62,83.88,100.02,5.07,3.32,0.53
28.19,83.94,100.31,4.01,5.38,0.53
28.71,79.5,100.36,3.47,3.31,0.53
28.84,81.62,100.24,5.05,7.73,0.53
29.23,80.31,100.07,5.2,4.05,0.53
29.23,79.75,100.28,5.02,3.24,0.53
29.47,80.12,100.4,4.62,1.31,0.53
29.12,82.12,100.27,4.24,1.73,0.52
29.37,82.94,100.1,4.8,3.64,0.52
29.54,81.5,100.04,4.02,4.76,0.52
28.89,87.81,99.96,3.7,8.7,0.52
28.85,88,99.77,2.78,25.25,0.55
28.56,88.06,99.86,3.9,14.68,0.56
29.08,82.56,99.87,2.95,2.21,0.56
29.06,81.56,99.87,2.98,4.26,0.56
28.73,86.81,100.12,3.83,5.56,0.56
28.68,83.81,100.32,3.98,5.34,0.56
28.85,84.25,100.11,4.56,3.21,0.56
28.93,82.62,99.91,5.33,3.6,0.56
28.93,84.38,99.85,5.12,14.68,0.56
28.98,84.56,99.85,7.02,9.8,0.57
29.48,83.75,99.69,7.12,8.81,0.57
29.18,86.44,99.51,6.27,11.29,0.58
28.65,85.06,99.61,6.39,14.64,0.59
29.22,82.75,99.88,6.52,9.89,0.59
29.23,84.38,99.96,5.8,9.03,0.59
29.34,84.69,100.14,7.23,10.03,0.6
29.28,80.69,100.22,6.2,4.02,0.6
29.45,81.38,100.13,6,4.38,0.6
29.74,81.31,100.13,5.24,3.43,0.6
29.47,83.06,100.15,3.56,6.44,0.59
28.84,86.56,100.24,3.09,12.14,0.59
28.48,86,100.23,4.56,16.99,0.6
28.49,85.06,100.35,5.55,25.87,0.62
28.3,84.69,100.61,5.17,15.57,0.62
28.48,81.94,100.77,3.34,6.04,0.62
28.69,82,100.69,2.95,2.03,0.62
28.84,83.69,100.69,2.35,2.31,0.62
29.26,83.94,100.57,3.57,10.21,0.62
29.14,86.19,100.39,4.08,9.67,0.62
29.11,88.06,100.18,4.91,6.48,0.62
28.94,89.44,100.17,3.96,6.05,0.62
29.51,85.12,100.14,2.8,3.78,0.62
28.73,86.94,100.28,2.62,12.16,0.62
29.08,82.75,100.26,2.56,3.49,0.63
29,87.25,100.05,2.77,3.85,0.63
28.77,86.06,99.87,2.33,10.92,0.63
29.1,86.5,99.71,4.25,10.58,0.64
28.62,87.19,99.56,6.21,18.19,0.64
28.3,88.94,99.53,6.84,20.74,0.66
28.32,89.44,99.53,6.74,29.85,0.67
27.97,88.12,99.95,3.58,35.09,0.7
28.64,84.31,100.02,2.62,4.9,0.71
28.93,85.5,99.74,3.63,7.49,0.71
27.86,91.19,99.75,7.15,36.74,0.73
28.29,86.88,100.37,7.84,9.29,0.75
29.1,83.38,100.51,3.79,2.26,0.74
29.15,85.88,100.3,3.69,2.14,0.74
28.69,90.25,99.95,4.02,12,0.74
27.91,91.75,99.59,5.74,66.76,0.77
28.08,87.88,99.82,9.31,18.8,0.8
28.78,85.56,100.04,4.46,4.54,0.81
29.01,84.69,100.09,2.68,2.98,0.81
28.36,86,100.29,2.93,37.11,0.81
27.95,87.44,100.41,4.12,25.08,0.83
28.44,85.88,100.36,4.37,5.57,0.84
28.41,84.94,100.27,3.71,0.44,0.84
28.2,88.88,100.25,5.25,9.27,0.83
28.38,87.62,100.44,4.99,5.66,0.83
28.69,84.88,100.71,3.41,1.14,0.83
29.13,83.38,100.77,2.61,0.32,0.82
28.84,86.25,100.6,3.4,1.32,0.82
28.69,86.88,100.65,3.88,0.91,0.83
28.74,86.06,100.72,3.53,2.46,0.83
29.1,86.25,100.46,4.59,3.96,0.83
29.2,87.12,100.39,4.16,5.12,0.83
29.21,84.81,100.43,3.75,3.75,0.83
29.15,85,100.52,1.95,10.58,0.83
28.59,87.75,100.63,2.73,3.33,0.83
28.87,86.62,100.64,3.98,3.75,0.83
28.48,88.75,100.6,4.41,8.37,0.83
28.04,90.19,100.45,5.12,27.97,0.83
27.98,91.81,100.28,5.92,46.87,0.84
28.36,90.81,100.26,6.66,66.44,0.87
28.32,90.12,100.52,7.12,19.73,0.88
27.81,91,100.69,6.26,8.92,0.88
28.16,88.75,100.56,3.69,7.03,0.88
28.3,88.94,100.28,3.91,7.79,0.88
27.98,89.44,100.29,3.69,14.87,0.88
28.17,87.31,100.32,2.01,1.87,0.89
28.07,88.5,100.29,3.91,8.04,0.88
28.11,89.44,100.18,5.93,8.48,0.89
28.42,85.88,100.4,5.14,6.27,0.89
28.52,85.31,100.51,4.59,3.53,0.88
28.38,86,100.53,4.44,2.55,0.88
28.28,85.31,100.49,3.26,1.59,0.88
28.22,85.19,100.58,2.65,0.96,0.87
28.37,81.25,100.67,1.98,0.86,0.87
28.37,81.81,100.55,1.89,5.14,0.86
28.37,83.31,100.45,1.68,6.4,0.87
28.76,83.12,100.42,1.59,3.03,0.87
28.9,81.38,100.41,2.04,0.56,0.87
28.69,83,100.34,1.82,5.92,0.87
27.13,90.88,100.2,2.16,13.02,0.88
27.55,89.31,100.38,3.39,26.74,0.88
28.35,87.88,100.68,5.62,24.14,0.9
28.09,87.38,100.86,4.27,17.11,0.91
27.73,86.06,100.94,3.61,8.82,0.91
27.93,84.69,100.95,2.38,2.38,0.91
28.12,82.88,100.99,2.16,1.7,0.91
27.63,87.44,101.11,2.75,5.28,0.91
27.35,87.75,101.17,2.65,4.05,0.9
27.37,89.31,101,3.88,6.14,0.9
27.61,87.31,100.98,3.09,11.34,0.91
27.25,85.62,100.99,2.29,9.77,0.91
27.98,79.44,100.94,1.38,2.39,0.91
28.06,81.62,100.9,1.54,1.29,0.91
27.42,80.94,101.1,2.95,0.75,0.91
27.38,79.31,101.13,2.66,0.25,0.9
27.61,78.25,101.04,2.35,0.06,0.89
27.15,80,101.02,2.56,1.05,0.88
26.4,82.19,101.15,4.42,0.17,0.88
25.84,80.88,101.27,4.42,0.01,0.88
26.33,82.06,101.24,4.34,0.04,0.87
